ID	Coyote	Fox	Site	Block	Year	WolfPresent	EdgeDistance	Zone	Coyote:FoxRatio	Fox:CoyoteRatio	CoyotePrice	FoxPrice
2180	286	58	Saskatch	Z002	1993	NoWolf	410.27	NoWolf	4.63	0.22	28	17
2181	31	8	Saskatch	Z003	1993	NoWolf	445.70	NoWolf	6.92	0.14	28	17
2182	84	67	Saskatch	Z004	1993	NoWolf	347.78	NoWolf	1.96	0.51	28	17
2183	136	63	Saskatch	Z005	1993	NoWolf	329.51	NoWolf	3.68	0.27	28	17
2184	241	20	Saskatch	Z006	1993	NoWolf	379.08	NoWolf	6.24	0.16	28	17
2185	122	7	Saskatch	Z007	1993	NoWolf	397.56	NoWolf	1.50	0.66	28	17
2186	24	4	Saskatch	Z008	1993	NoWolf	329.21	NoWolf	1.46	0.68	28	17
2187	18	7	Saskatch	Z009	1993	NoWolf	325.34	NoWolf	1.68	0.60	28	17
2188	41	20	Saskatch	Z010	1993	NoWolf	287.31	NoWolf	2.40	0.42	28	17
2189	18	15	Saskatch	Z011	1993	NoWolf	275.53	NoWolf	1.77	0.56	28	17
2190	0	1	Saskatch	Z012	1993	NoWolf	254.38	NoWolf	1.68	0.60	28	17
2191	79	38	Saskatch	Z013	1993	NoWolf	269.84	NoWolf	2.68	0.37	28	17
2192	92	39	Saskatch	Z014	1993	NoWolf	241.27	NoWolf	2.80	0.36	28	17
2193	63	30	Saskatch	Z015	1993	NoWolf	260.99	NoWolf	1.63	0.61	28	17
2194	164	240	Saskatch	Z016	1993	NoWolf	200.19	NoWolf	1.16	0.87	28	17
2195	25	13	Saskatch	Z017	1993	NoWolf	176.12	NoWolf	2.83	0.35	28	17
2196	67	30	Saskatch	Z018	1993	NoWolf	259.53	NoWolf	2.10	0.48	28	17
2197	309	73	Saskatch	Z019	1993	NoWolf	275.22	NoWolf	2.82	0.35	28	17
2198	269	84	Saskatch	Z021	1993	NoWolf	153.61	NoWolf	2.91	0.34	28	17
2199	95	33	Saskatch	Z022	1993	NoWolf	150.38	NoWolf	3.71	0.27	28	17
2200	88	10	Saskatch	Z023	1993	NoWolf	197.45	NoWolf	3.01	0.33	28	17
2201	57	10	Saskatch	Z024	1993	NoWolf	202.82	NoWolf	4.95	0.20	28	17
2202	132	35	Saskatch	Z025	1993	NoWolf	194.38	NoWolf	2.53	0.40	28	17
2203	81	11	Saskatch	Z026	1993	NoWolf	173.97	NoWolf	3.06	0.33	28	17
2204	87	23	Saskatch	Z027	1993	NoWolf	116.47	NoWolf	1.78	0.56	28	17
2205	22	1	Saskatch	Z028	1993	NoWolf	133.32	NoWolf	4.42	0.23	28	17
2206	92	25	Saskatch	Z029	1993	NoWolf	141.90	NoWolf	3.29	0.30	28	17
2207	182	82	Saskatch	Z030	1993	NoWolf	81.95	NoWolf	3.45	0.29	28	17
2208	1	44	Saskatch	Z031	1993	NoWolf	198.93	NoWolf	2.03	0.49	28	17
2209	24	69	Saskatch	Z032	1993	NoWolf	159.44	NoWolf	2.67	0.38	28	17
2210	56	45	Saskatch	Z033	1993	NoWolf	152.09	NoWolf	3.96	0.25	28	17
2211	39	29	Saskatch	Z034	1993	NoWolf	109.11	NoWolf	4.62	0.22	28	17
2212	6	3	Saskatch	Z035	1993	NoWolf	64.72	NoWolf	5.12	0.20	28	17
2213	25	18	Saskatch	Z036	1993	NoWolf	138.51	NoWolf	3.23	0.31	28	17
2214	61	138	Saskatch	Z037	1993	NoWolf	50.16	NoWolf	3.49	0.29	28	17
2215	73	47	Saskatch	Z038	1993	NoWolf	140.06	NoWolf	3.12	0.32	28	17
2216	60	50	Saskatch	Z039	1993	NoWolf	81.83	NoWolf	4.19	0.24	28	17
2217	94	57	Saskatch	Z040	1993	NoWolf	52.17	NoWolf	3.36	0.30	28	17
2218	322	121	Saskatch	Z041	1993	NoWolf	61.13	NoWolf	2.77	0.36	28	17
2219	84	94	Saskatch	Z042	1993	Wolf	2.67	Transition	3.62	0.28	28	17
2220	164	142	Saskatch	Z043	1993	Wolf	50.71	Transition	2.45	0.41	28	17
2221	180	26	Saskatch	Z044	1993	NoWolf	46.63	NoWolf	3.69	0.27	28	17
2222	837	113	Saskatch	Z045	1993	NoWolf	48.41	NoWolf	5.71	0.18	28	17
2223	376	40	Saskatch	Z046	1993	NoWolf	75.22	NoWolf	7.59	0.13	28	17
2224	713	103	Saskatch	Z047	1993	Wolf	12.86	Transition	7.60	0.13	28	17
2225	10	6	Saskatch	Z048	1993	NoWolf	12.16	NoWolf	4.62	0.22	28	17
2226	73	41	Saskatch	Z049	1993	Wolf	59.29	Transition	4.58	0.22	28	17
2227	108	82	Saskatch	Z050	1993	Wolf	87.51	Transition	2.18	0.46	28	17
2228	51	47	Saskatch	Z051	1993	Wolf	50.89	Transition	2.51	0.40	28	17
2229	142	29	Saskatch	Z052	1993	Wolf	7.87	Transition	4.13	0.24	28	17
2230	164	60	Saskatch	Z053	1993	Wolf	60.14	Transition	4.17	0.24	28	17
2231	511	189	Saskatch	Z054	1993	Wolf	6.73	Transition	4.45	0.22	28	17
2232	292	38	Saskatch	Z055	1993	Wolf	106.35	Transition	6.60	0.15	28	17
2233	2	5	Saskatch	A111	1994	NoWolf	7.68	NoWolf	2.44	0.41	25	22
2234	7	3	Saskatch	H025	1994	Wolf	97.15	Transition	2.81	0.36	25	22
2235	13	13	Saskatch	H044	1994	Wolf	76.85	Transition	1.50	0.67	25	22
2236	2	16	Saskatch	H075	1994	Wolf	123.44	Transition	0.91	1.10	25	22
2237	10	6	Saskatch	H100	1994	Wolf	58.67	Transition	2.04	0.49	25	22
2238	13	17	Saskatch	H101	1994	Wolf	107.96	Transition	2.89	0.35	25	22
2239	31	1	Saskatch	H102	1994	Wolf	12.51	Transition	6.11	0.16	25	22
2240	27	19	Saskatch	H103	1994	Wolf	24.20	Transition	4.97	0.20	25	22
2241	41	2	Saskatch	H104	1994	Wolf	3.26	Transition	10.11	0.10	25	22
2242	10	4	Saskatch	H105	1994	Wolf	60.18	Transition	3.98	0.25	25	22
2243	15	2	Saskatch	H106	1994	Wolf	11.64	Transition	4.12	0.24	25	22
2244	8	8	Saskatch	H110	1994	Wolf	35.90	Transition	2.17	0.46	25	22
2245	1	4	Saskatch	M037	1994	Wolf	158.25	Transition	2.14	0.47	25	22
2246	87	18	Saskatch	M038	1994	Wolf	145.85	Transition	2.69	0.37	25	22
2247	13	0	Saskatch	M041	1994	Wolf	75.67	Transition	3.29	0.30	25	22
2248	148	13	Saskatch	M047	1994	Wolf	59.77	Transition	10.08	0.10	25	22
2249	5	1	Saskatch	M049	1994	Wolf	63.33	Transition	3.88	0.26	25	22
2250	4	4	Saskatch	M052	1994	Wolf	115.80	Transition	5.61	0.18	25	22
2251	19	9	Saskatch	M053	1994	Wolf	141.60	Transition	1.50	0.66	25	22
2252	24	3	Saskatch	M054	1994	Wolf	60.48	Transition	9.08	0.11	25	22
2253	11	9	Saskatch	M055	1994	Wolf	53.30	Transition	8.32	0.12	25	22
2254	0	0	Saskatch	M056	1994	Wolf	63.99	Transition	4.92	0.20	25	22
2255	11	2	Saskatch	M058	1994	Wolf	89.70	Transition	9.03	0.11	25	22
2256	20	6	Saskatch	M060	1994	Wolf	85.15	Transition	2.38	0.42	25	22
2257	27	2	Saskatch	M081	1994	Wolf	83.75	Transition	7.11	0.14	25	22
2258	5	0	Saskatch	M38B	1994	Wolf	135.98	Transition	3.52	0.28	25	22
2259	37	18	Saskatch	N005	1994	Wolf	246.92	Wolf	0.36	2.81	25	22
2260	3	26	Saskatch	N006	1994	Wolf	240.88	Wolf	0.21	4.78	25	22
2261	1	9	Saskatch	N007	1994	Wolf	283.04	Wolf	0.25	3.97	25	22
2262	0	21	Saskatch	N008	1994	Wolf	375.17	Wolf	0.03	31.52	25	22
2263	5	39	Saskatch	N009	1994	Wolf	383.87	Wolf	0.08	12.90	25	22
2264	1	11	Saskatch	N010	1994	Wolf	469.86	Wolf	0.04	27.94	25	22
2265	1	12	Saskatch	N011	1994	Wolf	316.57	Wolf	0.27	3.67	25	22
2266	10	21	Saskatch	N012	1994	Wolf	217.85	Wolf	0.67	1.49	25	22
2267	13	12	Saskatch	N013	1994	Wolf	222.22	Wolf	1.09	0.92	25	22
2268	27	35	Saskatch	N014	1994	Wolf	271.39	Wolf	0.58	1.71	25	22
2269	23	11	Saskatch	N015	1994	Wolf	298.05	Wolf	0.59	1.69	25	22
2270	5	20	Saskatch	N016	1994	Wolf	372.60	Wolf	0.11	9.01	25	22
2271	0	5	Saskatch	N017	1994	Wolf	407.90	Wolf	0.12	8.68	25	22
2272	0	20	Saskatch	N018	1994	Wolf	518.57	Wolf	0.09	10.66	25	22
2273	2	23	Saskatch	N019	1994	Wolf	447.20	Wolf	0.11	9.47	25	22
2274	4	9	Saskatch	N021	1994	Wolf	273.45	Wolf	0.53	1.88	25	22
2275	0	5	Saskatch	N022	1994	Wolf	595.88	Wolf	0.04	26.50	25	22
2276	0	5	Saskatch	N023	1994	Wolf	702.31	Wolf	0.10	10.26	25	22
2277	0	10	Saskatch	N024	1994	Wolf	741.42	Wolf	na	na	25	22
2278	0	24	Saskatch	N026	1994	Wolf	572.95	Wolf	0.09	11.50	25	22
2279	3	14	Saskatch	N028	1994	Wolf	190.76	Transition	0.70	1.44	25	22
2280	0	3	Saskatch	N031	1994	Wolf	243.65	Wolf	1.14	0.88	25	22
2281	0	9	Saskatch	N032	1994	Wolf	277.91	Wolf	0.15	6.70	25	22
2282	0	4	Saskatch	N033	1994	Wolf	325.92	Wolf	0.32	3.11	25	22
2283	0	2	Saskatch	N034	1994	Wolf	308.95	Wolf	0.13	7.60	25	22
2284	1	10	Saskatch	N035	1994	Wolf	237.73	Wolf	0.27	3.70	25	22
2285	0	18	Saskatch	N050	1994	Wolf	725.41	Wolf	0.01	167.00	25	22
2286	0	7	Saskatch	N057	1994	Wolf	613.92	Wolf	0.02	60.33	25	22
2287	1	22	Saskatch	N066	1994	Wolf	240.73	Wolf	0.29	3.48	25	22
2288	0	14	Saskatch	N068	1994	Wolf	520.28	Wolf	0.03	37.67	25	22
2289	3	4	Saskatch	N071	1994	Wolf	288.48	Wolf	0.16	6.14	25	22
2290	0	4	Saskatch	N074	1994	Wolf	360.77	Wolf	0.20	5.13	25	22
2291	5	6	Saskatch	N078	1994	Wolf	436.02	Wolf	0.05	19.65	25	22
2292	1	12	Saskatch	N079	1994	Wolf	352.06	Wolf	0.06	15.66	25	22
2293	0	5	Saskatch	N080	1994	Wolf	638.78	Wolf	0.02	59.00	25	22
2294	0	0	Saskatch	N086	1994	Wolf	215.76	Wolf	0.56	1.80	25	22
2295	0	0	Saskatch	N090	1994	Wolf	163.41	Transition	0.36	2.81	25	22
2296	0	11	Saskatch	N093	1994	Wolf	661.57	Wolf	0.00	278.50	25	22
2297	14	18	Saskatch	P001	1994	Wolf	117.67	Transition	1.63	0.61	25	22
2298	6	3	Saskatch	P002	1994	Wolf	103.05	Transition	2.57	0.39	25	22
2299	16	13	Saskatch	P003	1994	Wolf	162.24	Transition	1.17	0.85	25	22
2300	1	3	Saskatch	P004	1994	Wolf	196.95	Transition	0.45	2.20	25	22
2301	13	7	Saskatch	P020	1994	NoWolf	235.86	NoWolf	1.47	0.68	25	22
2302	9	1	Saskatch	P027	1994	Wolf	17.82	Transition	6.71	0.15	25	22
2303	14	12	Saskatch	P029	1994	Wolf	136.34	Transition	2.45	0.41	25	22
2304	7	4	Saskatch	P030	1994	Wolf	154.43	Transition	1.17	0.85	25	22
2305	0	3	Saskatch	P036	1994	Wolf	148.26	Transition	0.32	3.13	25	22
2306	14	13	Saskatch	P062	1994	Wolf	122.38	Transition	1.86	0.54	25	22
2307	4	9	Saskatch	P063	1994	Wolf	129.18	Transition	1.36	0.73	25	22
2308	3	2	Saskatch	P064	1994	Wolf	93.99	Transition	1.44	0.69	25	22
2309	0	0	Saskatch	P065	1994	Wolf	198.53	Transition	0.71	1.41	25	22
2310	0	1	Saskatch	P069	1994	Wolf	169.44	Transition	0.43	2.30	25	22
2311	1	4	Saskatch	P072	1994	Wolf	142.77	Transition	0.56	1.79	25	22
2312	3	15	Saskatch	P073	1994	Wolf	158.92	Transition	1.17	0.85	25	22
2313	0	0	Saskatch	P085	1994	Wolf	68.02	Transition	1.32	0.76	25	22
2314	0	0	Saskatch	P088	1994	Wolf	177.64	Transition	0.38	2.66	25	22
2315	49	7	Saskatch	Z001	1994	NoWolf	347.73	NoWolf	3.54	0.28	25	22
2316	365	51	Saskatch	Z002	1994	NoWolf	410.27	NoWolf	4.63	0.22	25	22
2317	121	5	Saskatch	Z003	1994	NoWolf	445.70	NoWolf	6.92	0.14	25	22
2318	141	114	Saskatch	Z004	1994	NoWolf	347.78	NoWolf	1.96	0.51	25	22
2319	82	28	Saskatch	Z005	1994	NoWolf	329.51	NoWolf	3.68	0.27	25	22
2320	223	22	Saskatch	Z006	1994	NoWolf	379.08	NoWolf	6.24	0.16	25	22
2321	202	5	Saskatch	Z007	1994	NoWolf	397.56	NoWolf	1.50	0.66	25	22
2322	83	7	Saskatch	Z008	1994	NoWolf	329.21	NoWolf	1.46	0.68	25	22
2323	61	22	Saskatch	Z009	1994	NoWolf	325.34	NoWolf	1.68	0.60	25	22
2324	27	10	Saskatch	Z010	1994	NoWolf	287.31	NoWolf	2.40	0.42	25	22
2325	29	5	Saskatch	Z011	1994	NoWolf	275.53	NoWolf	1.77	0.56	25	22
2326	0	0	Saskatch	Z012	1994	NoWolf	254.38	NoWolf	1.68	0.60	25	22
2327	153	65	Saskatch	Z013	1994	NoWolf	269.84	NoWolf	2.68	0.37	25	22
2328	172	60	Saskatch	Z014	1994	NoWolf	241.27	NoWolf	2.80	0.36	25	22
2329	156	23	Saskatch	Z015	1994	NoWolf	260.99	NoWolf	1.63	0.61	25	22
2330	184	89	Saskatch	Z016	1994	NoWolf	200.19	NoWolf	1.16	0.87	25	22
2331	108	80	Saskatch	Z017	1994	NoWolf	176.12	NoWolf	2.83	0.35	25	22
2332	181	38	Saskatch	Z018	1994	NoWolf	259.53	NoWolf	2.10	0.48	25	22
2333	470	105	Saskatch	Z019	1994	NoWolf	275.22	NoWolf	2.82	0.35	25	22
2334	217	112	Saskatch	Z021	1994	NoWolf	153.61	NoWolf	2.91	0.34	25	22
2335	42	54	Saskatch	Z022	1994	NoWolf	150.38	NoWolf	3.71	0.27	25	22
2336	76	13	Saskatch	Z023	1994	NoWolf	197.45	NoWolf	3.01	0.33	25	22
2337	208	47	Saskatch	Z024	1994	NoWolf	202.82	NoWolf	4.95	0.20	25	22
2338	81	27	Saskatch	Z025	1994	NoWolf	194.38	NoWolf	2.53	0.40	25	22
2339	83	4	Saskatch	Z026	1994	NoWolf	173.97	NoWolf	3.06	0.33	25	22
2340	101	31	Saskatch	Z027	1994	NoWolf	116.47	NoWolf	1.78	0.56	25	22
2341	25	3	Saskatch	Z028	1994	NoWolf	133.32	NoWolf	4.42	0.23	25	22
2342	370	71	Saskatch	Z029	1994	NoWolf	141.90	NoWolf	3.29	0.30	25	22
2343	99	54	Saskatch	Z030	1994	NoWolf	81.95	NoWolf	3.45	0.29	25	22
2344	86	54	Saskatch	Z031	1994	NoWolf	198.93	NoWolf	2.03	0.49	25	22
2345	132	141	Saskatch	Z032	1994	NoWolf	159.44	NoWolf	2.67	0.38	25	22
2346	67	74	Saskatch	Z033	1994	NoWolf	152.09	NoWolf	3.96	0.25	25	22
2347	22	67	Saskatch	Z034	1994	NoWolf	109.11	NoWolf	4.62	0.22	25	22
2348	23	6	Saskatch	Z035	1994	NoWolf	64.72	NoWolf	5.12	0.20	25	22
2349	25	30	Saskatch	Z036	1994	NoWolf	138.51	NoWolf	3.23	0.31	25	22
2350	143	181	Saskatch	Z037	1994	NoWolf	50.16	NoWolf	3.49	0.29	25	22
2351	150	146	Saskatch	Z038	1994	NoWolf	140.06	NoWolf	3.12	0.32	25	22
2352	133	73	Saskatch	Z039	1994	NoWolf	81.83	NoWolf	4.19	0.24	25	22
2353	132	47	Saskatch	Z040	1994	NoWolf	52.17	NoWolf	3.36	0.30	25	22
2354	296	168	Saskatch	Z041	1994	NoWolf	61.13	NoWolf	2.77	0.36	25	22
2355	205	85	Saskatch	Z042	1994	Wolf	2.67	Transition	3.62	0.28	25	22
2356	208	215	Saskatch	Z043	1994	Wolf	50.71	Transition	2.45	0.41	25	22
2357	434	62	Saskatch	Z044	1994	NoWolf	46.63	NoWolf	3.69	0.27	25	22
2358	437	85	Saskatch	Z045	1994	NoWolf	48.41	NoWolf	5.71	0.18	25	22
2359	188	56	Saskatch	Z046	1994	NoWolf	75.22	NoWolf	7.59	0.13	25	22
2360	471	123	Saskatch	Z047	1994	Wolf	12.86	Transition	7.60	0.13	25	22
2361	34	16	Saskatch	Z048	1994	NoWolf	12.16	NoWolf	4.62	0.22	25	22
2362	113	47	Saskatch	Z049	1994	Wolf	59.29	Transition	4.58	0.22	25	22
2363	48	50	Saskatch	Z050	1994	Wolf	87.51	Transition	2.18	0.46	25	22
2364	84	57	Saskatch	Z051	1994	Wolf	50.89	Transition	2.51	0.40	25	22
2365	132	20	Saskatch	Z052	1994	Wolf	7.87	Transition	4.13	0.24	25	22
2366	85	62	Saskatch	Z053	1994	Wolf	60.14	Transition	4.17	0.24	25	22
2367	633	180	Saskatch	Z054	1994	Wolf	6.73	Transition	4.45	0.22	25	22
2368	297	49	Saskatch	Z055	1994	Wolf	106.35	Transition	6.60	0.15	25	22
2369	13	9	Saskatch	A111	1995	NoWolf	7.68	NoWolf	2.44	0.41	31	22
2370	4	1	Saskatch	H025	1995	Wolf	97.15	Transition	2.81	0.36	31	22
2371	5	21	Saskatch	H044	1995	Wolf	76.85	Transition	1.50	0.67	31	22
2372	13	10	Saskatch	H075	1995	Wolf	123.44	Transition	0.91	1.10	31	22
2373	5	15	Saskatch	H100	1995	Wolf	58.67	Transition	2.04	0.49	31	22
2374	5	4	Saskatch	H101	1995	Wolf	107.96	Transition	2.89	0.35	31	22
2375	38	11	Saskatch	H102	1995	Wolf	12.51	Transition	6.11	0.16	31	22
2376	8	1	Saskatch	H103	1995	Wolf	24.20	Transition	4.97	0.20	31	22
2377	10	2	Saskatch	H104	1995	Wolf	3.26	Transition	10.11	0.10	31	22
2378	4	2	Saskatch	H105	1995	Wolf	60.18	Transition	3.98	0.25	31	22
2379	16	0	Saskatch	H106	1995	Wolf	11.64	Transition	4.12	0.24	31	22
2380	14	6	Saskatch	H110	1995	Wolf	35.90	Transition	2.17	0.46	31	22
2381	1	0	Saskatch	M037	1995	Wolf	158.25	Transition	2.14	0.47	31	22
2382	38	18	Saskatch	M038	1995	Wolf	145.85	Transition	2.69	0.37	31	22
2383	4	7	Saskatch	M041	1995	Wolf	75.67	Transition	3.29	0.30	31	22
2384	130	14	Saskatch	M047	1995	Wolf	59.77	Transition	10.08	0.10	31	22
2385	0	0	Saskatch	M049	1995	Wolf	63.33	Transition	3.88	0.26	31	22
2386	8	2	Saskatch	M052	1995	Wolf	115.80	Transition	5.61	0.18	31	22
2387	15	19	Saskatch	M053	1995	Wolf	141.60	Transition	1.50	0.66	31	22
2388	10	0	Saskatch	M054	1995	Wolf	60.48	Transition	9.08	0.11	31	22
2389	51	6	Saskatch	M055	1995	Wolf	53.30	Transition	8.32	0.12	31	22
2390	10	2	Saskatch	M056	1995	Wolf	63.99	Transition	4.92	0.20	31	22
2391	8	0	Saskatch	M058	1995	Wolf	89.70	Transition	9.03	0.11	31	22
2392	0	1	Saskatch	M060	1995	Wolf	85.15	Transition	2.38	0.42	31	22
2393	29	1	Saskatch	M081	1995	Wolf	83.75	Transition	7.11	0.14	31	22
2394	0	0	Saskatch	M38B	1995	Wolf	135.98	Transition	3.52	0.28	31	22
2395	1	9	Saskatch	N005	1995	Wolf	246.92	Wolf	0.36	2.81	31	22
2396	2	17	Saskatch	N006	1995	Wolf	240.88	Wolf	0.21	4.78	31	22
2397	1	13	Saskatch	N007	1995	Wolf	283.04	Wolf	0.25	3.97	31	22
2398	1	9	Saskatch	N008	1995	Wolf	375.17	Wolf	0.03	31.52	31	22
2399	3	33	Saskatch	N009	1995	Wolf	383.87	Wolf	0.08	12.90	31	22
2400	0	29	Saskatch	N010	1995	Wolf	469.86	Wolf	0.04	27.94	31	22
2401	8	9	Saskatch	N011	1995	Wolf	316.57	Wolf	0.27	3.67	31	22
2402	4	7	Saskatch	N012	1995	Wolf	217.85	Wolf	0.67	1.49	31	22
2403	18	7	Saskatch	N013	1995	Wolf	222.22	Wolf	1.09	0.92	31	22
2404	18	18	Saskatch	N014	1995	Wolf	271.39	Wolf	0.58	1.71	31	22
2405	18	23	Saskatch	N015	1995	Wolf	298.05	Wolf	0.59	1.69	31	22
2406	0	5	Saskatch	N016	1995	Wolf	372.60	Wolf	0.11	9.01	31	22
2407	0	1	Saskatch	N017	1995	Wolf	407.90	Wolf	0.12	8.68	31	22
2408	0	8	Saskatch	N018	1995	Wolf	518.57	Wolf	0.09	10.66	31	22
2409	2	8	Saskatch	N019	1995	Wolf	447.20	Wolf	0.11	9.47	31	22
2410	0	2	Saskatch	N021	1995	Wolf	273.45	Wolf	0.53	1.88	31	22
2411	0	0	Saskatch	N022	1995	Wolf	595.88	Wolf	0.04	26.50	31	22
2412	0	0	Saskatch	N023	1995	Wolf	702.31	Wolf	0.10	10.26	31	22
2413	0	0	Saskatch	N024	1995	Wolf	741.42	Wolf	na	na	31	22
2414	0	6	Saskatch	N026	1995	Wolf	572.95	Wolf	0.09	11.50	31	22
2415	4	29	Saskatch	N028	1995	Wolf	190.76	Transition	0.70	1.44	31	22
2416	0	0	Saskatch	N031	1995	Wolf	243.65	Wolf	1.14	0.88	31	22
2417	0	2	Saskatch	N032	1995	Wolf	277.91	Wolf	0.15	6.70	31	22
2418	0	2	Saskatch	N033	1995	Wolf	325.92	Wolf	0.32	3.11	31	22
2419	0	1	Saskatch	N034	1995	Wolf	308.95	Wolf	0.13	7.60	31	22
2420	2	5	Saskatch	N035	1995	Wolf	237.73	Wolf	0.27	3.70	31	22
2421	0	2	Saskatch	N050	1995	Wolf	725.41	Wolf	0.01	167.00	31	22
2422	0	23	Saskatch	N057	1995	Wolf	613.92	Wolf	0.02	60.33	31	22
2423	0	30	Saskatch	N066	1995	Wolf	240.73	Wolf	0.29	3.48	31	22
2424	0	30	Saskatch	N068	1995	Wolf	520.28	Wolf	0.03	37.67	31	22
2425	0	2	Saskatch	N071	1995	Wolf	288.48	Wolf	0.16	6.14	31	22
2426	0	1	Saskatch	N074	1995	Wolf	360.77	Wolf	0.20	5.13	31	22
2427	1	6	Saskatch	N078	1995	Wolf	436.02	Wolf	0.05	19.65	31	22
2428	1	18	Saskatch	N079	1995	Wolf	352.06	Wolf	0.06	15.66	31	22
2429	2	11	Saskatch	N080	1995	Wolf	638.78	Wolf	0.02	59.00	31	22
2430	0	0	Saskatch	N086	1995	Wolf	215.76	Wolf	0.56	1.80	31	22
2431	4	16	Saskatch	N090	1995	Wolf	163.41	Transition	0.36	2.81	31	22
2432	0	6	Saskatch	N093	1995	Wolf	661.57	Wolf	0.00	278.50	31	22
2433	7	14	Saskatch	P001	1995	Wolf	117.67	Transition	1.63	0.61	31	22
2434	17	4	Saskatch	P002	1995	Wolf	103.05	Transition	2.57	0.39	31	22
2435	4	9	Saskatch	P003	1995	Wolf	162.24	Transition	1.17	0.85	31	22
2436	1	1	Saskatch	P004	1995	Wolf	196.95	Transition	0.45	2.20	31	22
2437	14	13	Saskatch	P020	1995	NoWolf	235.86	NoWolf	1.47	0.68	31	22
2438	7	1	Saskatch	P027	1995	Wolf	17.82	Transition	6.71	0.15	31	22
2439	14	6	Saskatch	P029	1995	Wolf	136.34	Transition	2.45	0.41	31	22
2440	0	9	Saskatch	P030	1995	Wolf	154.43	Transition	1.17	0.85	31	22
2441	4	1	Saskatch	P036	1995	Wolf	148.26	Transition	0.32	3.13	31	22
2442	14	10	Saskatch	P062	1995	Wolf	122.38	Transition	1.86	0.54	31	22
2443	7	4	Saskatch	P063	1995	Wolf	129.18	Transition	1.36	0.73	31	22
2444	0	4	Saskatch	P064	1995	Wolf	93.99	Transition	1.44	0.69	31	22
2445	0	0	Saskatch	P065	1995	Wolf	198.53	Transition	0.71	1.41	31	22
2446	1	0	Saskatch	P069	1995	Wolf	169.44	Transition	0.43	2.30	31	22
2447	0	6	Saskatch	P072	1995	Wolf	142.77	Transition	0.56	1.79	31	22
2448	3	0	Saskatch	P073	1995	Wolf	158.92	Transition	1.17	0.85	31	22
2449	1	2	Saskatch	P085	1995	Wolf	68.02	Transition	1.32	0.76	31	22
2450	1	10	Saskatch	P088	1995	Wolf	177.64	Transition	0.38	2.66	31	22
2451	90	20	Saskatch	Z001	1995	NoWolf	347.73	NoWolf	3.54	0.28	31	22
2452	205	22	Saskatch	Z002	1995	NoWolf	410.27	NoWolf	4.63	0.22	31	22
2453	167	9	Saskatch	Z003	1995	NoWolf	445.70	NoWolf	6.92	0.14	31	22
2454	0	0	Saskatch	Z004	1995	NoWolf	347.78	NoWolf	1.96	0.51	31	22
2455	246	58	Saskatch	Z005	1995	NoWolf	329.51	NoWolf	3.68	0.27	31	22
2456	30	6	Saskatch	Z006	1995	NoWolf	379.08	NoWolf	6.24	0.16	31	22
2457	135	1	Saskatch	Z007	1995	NoWolf	397.56	NoWolf	1.50	0.66	31	22
2458	0	0	Saskatch	Z008	1995	NoWolf	329.21	NoWolf	1.46	0.68	31	22
2459	119	22	Saskatch	Z009	1995	NoWolf	325.34	NoWolf	1.68	0.60	31	22
2460	38	12	Saskatch	Z010	1995	NoWolf	287.31	NoWolf	2.40	0.42	31	22
2461	13	8	Saskatch	Z011	1995	NoWolf	275.53	NoWolf	1.77	0.56	31	22
2462	0	0	Saskatch	Z012	1995	NoWolf	254.38	NoWolf	1.68	0.60	31	22
2463	76	25	Saskatch	Z013	1995	NoWolf	269.84	NoWolf	2.68	0.37	31	22
2464	122	19	Saskatch	Z014	1995	NoWolf	241.27	NoWolf	2.80	0.36	31	22
2465	325	98	Saskatch	Z015	1995	NoWolf	260.99	NoWolf	1.63	0.61	31	22
2466	80	49	Saskatch	Z016	1995	NoWolf	200.19	NoWolf	1.16	0.87	31	22
2467	95	69	Saskatch	Z017	1995	NoWolf	176.12	NoWolf	2.83	0.35	31	22
2468	56	15	Saskatch	Z018	1995	NoWolf	259.53	NoWolf	2.10	0.48	31	22
2469	272	62	Saskatch	Z019	1995	NoWolf	275.22	NoWolf	2.82	0.35	31	22
2470	221	106	Saskatch	Z021	1995	NoWolf	153.61	NoWolf	2.91	0.34	31	22
2471	88	23	Saskatch	Z022	1995	NoWolf	150.38	NoWolf	3.71	0.27	31	22
2472	86	13	Saskatch	Z023	1995	NoWolf	197.45	NoWolf	3.01	0.33	31	22
2473	33	26	Saskatch	Z024	1995	NoWolf	202.82	NoWolf	4.95	0.20	31	22
2474	52	30	Saskatch	Z025	1995	NoWolf	194.38	NoWolf	2.53	0.40	31	22
2475	40	2	Saskatch	Z026	1995	NoWolf	173.97	NoWolf	3.06	0.33	31	22
2476	39	12	Saskatch	Z027	1995	NoWolf	116.47	NoWolf	1.78	0.56	31	22
2477	0	0	Saskatch	Z028	1995	NoWolf	133.32	NoWolf	4.42	0.23	31	22
2478	127	34	Saskatch	Z029	1995	NoWolf	141.90	NoWolf	3.29	0.30	31	22
2479	230	64	Saskatch	Z030	1995	NoWolf	81.95	NoWolf	3.45	0.29	31	22
2480	84	69	Saskatch	Z031	1995	NoWolf	198.93	NoWolf	2.03	0.49	31	22
2481	45	44	Saskatch	Z032	1995	NoWolf	159.44	NoWolf	2.67	0.38	31	22
2482	117	75	Saskatch	Z033	1995	NoWolf	152.09	NoWolf	3.96	0.25	31	22
